row_id,image,mask,split,source_id,decision,basis
BCL_f1113.png,/hdd1/hieulc/datacrack/images/training/BCL_f1113.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1113.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1114.png,/hdd1/hieulc/datacrack/images/training/BCL_f1114.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1114.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1115.png,/hdd1/hieulc/datacrack/images/training/BCL_f1115.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1115.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1116.png,/hdd1/hieulc/datacrack/images/training/BCL_f1116.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1116.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1117.png,/hdd1/hieulc/datacrack/images/training/BCL_f1117.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1117.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1118.png,/hdd1/hieulc/datacrack/images/training/BCL_f1118.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1118.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f112.png,/hdd1/hieulc/datacrack/images/training/BCL_f112.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f112.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1120.png,/hdd1/hieulc/datacrack/images/training/BCL_f1120.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1120.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1121.png,/hdd1/hieulc/datacrack/images/training/BCL_f1121.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1121.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1122.png,/hdd1/hieulc/datacrack/images/training/BCL_f1122.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1122.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
BCL_f1123.png,/hdd1/hieulc/datacrack/images/training/BCL_f1123.png,/hdd1/hieulc/datacrack/annotations/training/BCL_f1123.png,train,BCL,QUARANTINE_UNCERTIFIED_EMPTY_GT,untrusted empty-GT in contaminated source
