row_id,image,mask,split,source_id
S2DS_631.png,/hdd1/hieulc/datacrack/images/validation/S2DS_631.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_631.png,val,S
S2DS_632.png,/hdd1/hieulc/datacrack/images/validation/S2DS_632.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_632.png,val,S
S2DS_634.png,/hdd1/hieulc/datacrack/images/validation/S2DS_634.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_634.png,val,S
S2DS_635.png,/hdd1/hieulc/datacrack/images/validation/S2DS_635.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_635.png,val,S
S2DS_636.png,/hdd1/hieulc/datacrack/images/validation/S2DS_636.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_636.png,val,S
S2DS_637.png,/hdd1/hieulc/datacrack/images/validation/S2DS_637.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_637.png,val,S
S2DS_638.png,/hdd1/hieulc/datacrack/images/validation/S2DS_638.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_638.png,val,S
S2DS_639.png,/hdd1/hieulc/datacrack/images/validation/S2DS_639.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_639.png,val,S
S2DS_641.png,/hdd1/hieulc/datacrack/images/validation/S2DS_641.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_641.png,val,S
S2DS_642.png,/hdd1/hieulc/datacrack/images/validation/S2DS_642.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_642.png,val,S
S2DS_644.png,/hdd1/hieulc/datacrack/images/validation/S2DS_644.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_644.png,val,S
S2DS_645.png,/hdd1/hieulc/datacrack/images/validation/S2DS_645.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_645.png,val,S
S2DS_646.png,/hdd1/hieulc/datacrack/images/validation/S2DS_646.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_646.png,val,S
S2DS_647.png,/hdd1/hieulc/datacrack/images/validation/S2DS_647.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_647.png,val,S
S2DS_649.png,/hdd1/hieulc/datacrack/images/validation/S2DS_649.png,/hdd1/hieulc/datacrack/annotations/validation/S2DS_649.png,val,S
CSSC_718.png,/hdd1/hieulc/datacrack/images/test/CSSC_718.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_718.png,test,CSSC
CSSC_721.png,/hdd1/hieulc/datacrack/images/test/CSSC_721.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_721.png,test,CSSC
CSSC_724.png,/hdd1/hieulc/datacrack/images/test/CSSC_724.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_724.png,test,CSSC
CSSC_727.png,/hdd1/hieulc/datacrack/images/test/CSSC_727.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_727.png,test,CSSC
CSSC_730.png,/hdd1/hieulc/datacrack/images/test/CSSC_730.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_730.png,test,CSSC
CSSC_733.png,/hdd1/hieulc/datacrack/images/test/CSSC_733.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_733.png,test,CSSC
CSSC_736.png,/hdd1/hieulc/datacrack/images/test/CSSC_736.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_736.png,test,CSSC
CSSC_739.png,/hdd1/hieulc/datacrack/images/test/CSSC_739.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_739.png,test,CSSC
CSSC_742.png,/hdd1/hieulc/datacrack/images/test/CSSC_742.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_742.png,test,CSSC
CSSC_745.png,/hdd1/hieulc/datacrack/images/test/CSSC_745.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_745.png,test,CSSC
CSSC_748.png,/hdd1/hieulc/datacrack/images/test/CSSC_748.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_748.png,test,CSSC
CSSC_751.png,/hdd1/hieulc/datacrack/images/test/CSSC_751.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_751.png,test,CSSC
CSSC_754.png,/hdd1/hieulc/datacrack/images/test/CSSC_754.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_754.png,test,CSSC
CSSC_757.png,/hdd1/hieulc/datacrack/images/test/CSSC_757.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_757.png,test,CSSC
CSSC_760.png,/hdd1/hieulc/datacrack/images/test/CSSC_760.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_760.png,test,CSSC
CSSC_763.png,/hdd1/hieulc/datacrack/images/test/CSSC_763.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_763.png,test,CSSC
CSSC_766.png,/hdd1/hieulc/datacrack/images/test/CSSC_766.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_766.png,test,CSSC
CSSC_769.png,/hdd1/hieulc/datacrack/images/test/CSSC_769.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_769.png,test,CSSC
CSSC_772.png,/hdd1/hieulc/datacrack/images/test/CSSC_772.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_772.png,test,CSSC
CSSC_775.png,/hdd1/hieulc/datacrack/images/test/CSSC_775.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_775.png,test,CSSC
CSSC_778.png,/hdd1/hieulc/datacrack/images/test/CSSC_778.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_778.png,test,CSSC
CSSC_781.png,/hdd1/hieulc/datacrack/images/test/CSSC_781.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_781.png,test,CSSC
CSSC_784.png,/hdd1/hieulc/datacrack/images/test/CSSC_784.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_784.png,test,CSSC
CSSC_787.png,/hdd1/hieulc/datacrack/images/test/CSSC_787.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_787.png,test,CSSC
CSSC_790.png,/hdd1/hieulc/datacrack/images/test/CSSC_790.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_790.png,test,CSSC
CSSC_793.png,/hdd1/hieulc/datacrack/images/test/CSSC_793.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_793.png,test,CSSC
CSSC_796.png,/hdd1/hieulc/datacrack/images/test/CSSC_796.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_796.png,test,CSSC
CSSC_799.png,/hdd1/hieulc/datacrack/images/test/CSSC_799.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_799.png,test,CSSC
CSSC_802.png,/hdd1/hieulc/datacrack/images/test/CSSC_802.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_802.png,test,CSSC
CSSC_805.png,/hdd1/hieulc/datacrack/images/test/CSSC_805.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_805.png,test,CSSC
CSSC_808.png,/hdd1/hieulc/datacrack/images/test/CSSC_808.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_808.png,test,CSSC
CSSC_811.png,/hdd1/hieulc/datacrack/images/test/CSSC_811.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_811.png,test,CSSC
CSSC_814.png,/hdd1/hieulc/datacrack/images/test/CSSC_814.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_814.png,test,CSSC
CSSC_817.png,/hdd1/hieulc/datacrack/images/test/CSSC_817.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_817.png,test,CSSC
CSSC_820.png,/hdd1/hieulc/datacrack/images/test/CSSC_820.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_820.png,test,CSSC
CSSC_823.png,/hdd1/hieulc/datacrack/images/test/CSSC_823.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_823.png,test,CSSC
CSSC_826.png,/hdd1/hieulc/datacrack/images/test/CSSC_826.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_826.png,test,CSSC
CSSC_829.png,/hdd1/hieulc/datacrack/images/test/CSSC_829.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_829.png,test,CSSC
CSSC_832.png,/hdd1/hieulc/datacrack/images/test/CSSC_832.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_832.png,test,CSSC
CSSC_835.png,/hdd1/hieulc/datacrack/images/test/CSSC_835.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_835.png,test,CSSC
CSSC_838.png,/hdd1/hieulc/datacrack/images/test/CSSC_838.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_838.png,test,CSSC
CSSC_841.png,/hdd1/hieulc/datacrack/images/test/CSSC_841.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_841.png,test,CSSC
CSSC_844.png,/hdd1/hieulc/datacrack/images/test/CSSC_844.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_844.png,test,CSSC
CSSC_847.png,/hdd1/hieulc/datacrack/images/test/CSSC_847.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_847.png,test,CSSC
CSSC_850.png,/hdd1/hieulc/datacrack/images/test/CSSC_850.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_850.png,test,CSSC
CSSC_853.png,/hdd1/hieulc/datacrack/images/test/CSSC_853.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_853.png,test,CSSC
CSSC_856.png,/hdd1/hieulc/datacrack/images/test/CSSC_856.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_856.png,test,CSSC
CSSC_859.png,/hdd1/hieulc/datacrack/images/test/CSSC_859.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_859.png,test,CSSC
CSSC_862.png,/hdd1/hieulc/datacrack/images/test/CSSC_862.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_862.png,test,CSSC
CSSC_865.png,/hdd1/hieulc/datacrack/images/test/CSSC_865.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_865.png,test,CSSC
CSSC_868.png,/hdd1/hieulc/datacrack/images/test/CSSC_868.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_868.png,test,CSSC
CSSC_871.png,/hdd1/hieulc/datacrack/images/test/CSSC_871.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_871.png,test,CSSC
CSSC_874.png,/hdd1/hieulc/datacrack/images/test/CSSC_874.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_874.png,test,CSSC
CSSC_877.png,/hdd1/hieulc/datacrack/images/test/CSSC_877.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_877.png,test,CSSC
CSSC_880.png,/hdd1/hieulc/datacrack/images/test/CSSC_880.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_880.png,test,CSSC
CSSC_883.png,/hdd1/hieulc/datacrack/images/test/CSSC_883.png,/hdd1/hieulc/datacrack/annotations/test/CSSC_883.png,test,CSSC
S2DS_653.png,/hdd1/hieulc/datacrack/images/test/S2DS_653.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_653.png,test,S
S2DS_656.png,/hdd1/hieulc/datacrack/images/test/S2DS_656.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_656.png,test,S
S2DS_657.png,/hdd1/hieulc/datacrack/images/test/S2DS_657.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_657.png,test,S
S2DS_658.png,/hdd1/hieulc/datacrack/images/test/S2DS_658.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_658.png,test,S
S2DS_659.png,/hdd1/hieulc/datacrack/images/test/S2DS_659.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_659.png,test,S
S2DS_660.png,/hdd1/hieulc/datacrack/images/test/S2DS_660.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_660.png,test,S
S2DS_662.png,/hdd1/hieulc/datacrack/images/test/S2DS_662.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_662.png,test,S
S2DS_663.png,/hdd1/hieulc/datacrack/images/test/S2DS_663.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_663.png,test,S
S2DS_665.png,/hdd1/hieulc/datacrack/images/test/S2DS_665.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_665.png,test,S
S2DS_666.png,/hdd1/hieulc/datacrack/images/test/S2DS_666.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_666.png,test,S
S2DS_667.png,/hdd1/hieulc/datacrack/images/test/S2DS_667.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_667.png,test,S
S2DS_668.png,/hdd1/hieulc/datacrack/images/test/S2DS_668.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_668.png,test,S
S2DS_669.png,/hdd1/hieulc/datacrack/images/test/S2DS_669.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_669.png,test,S
S2DS_672.png,/hdd1/hieulc/datacrack/images/test/S2DS_672.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_672.png,test,S
S2DS_673.png,/hdd1/hieulc/datacrack/images/test/S2DS_673.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_673.png,test,S
S2DS_675.png,/hdd1/hieulc/datacrack/images/test/S2DS_675.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_675.png,test,S
S2DS_677.png,/hdd1/hieulc/datacrack/images/test/S2DS_677.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_677.png,test,S
S2DS_678.png,/hdd1/hieulc/datacrack/images/test/S2DS_678.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_678.png,test,S
S2DS_679.png,/hdd1/hieulc/datacrack/images/test/S2DS_679.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_679.png,test,S
S2DS_680.png,/hdd1/hieulc/datacrack/images/test/S2DS_680.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_680.png,test,S
S2DS_681.png,/hdd1/hieulc/datacrack/images/test/S2DS_681.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_681.png,test,S
S2DS_683.png,/hdd1/hieulc/datacrack/images/test/S2DS_683.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_683.png,test,S
S2DS_685.png,/hdd1/hieulc/datacrack/images/test/S2DS_685.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_685.png,test,S
S2DS_687.png,/hdd1/hieulc/datacrack/images/test/S2DS_687.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_687.png,test,S
S2DS_691.png,/hdd1/hieulc/datacrack/images/test/S2DS_691.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_691.png,test,S
S2DS_692.png,/hdd1/hieulc/datacrack/images/test/S2DS_692.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_692.png,test,S
S2DS_694.png,/hdd1/hieulc/datacrack/images/test/S2DS_694.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_694.png,test,S
S2DS_695.png,/hdd1/hieulc/datacrack/images/test/S2DS_695.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_695.png,test,S
S2DS_696.png,/hdd1/hieulc/datacrack/images/test/S2DS_696.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_696.png,test,S
S2DS_697.png,/hdd1/hieulc/datacrack/images/test/S2DS_697.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_697.png,test,S
S2DS_699.png,/hdd1/hieulc/datacrack/images/test/S2DS_699.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_699.png,test,S
S2DS_700.png,/hdd1/hieulc/datacrack/images/test/S2DS_700.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_700.png,test,S
S2DS_701.png,/hdd1/hieulc/datacrack/images/test/S2DS_701.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_701.png,test,S
S2DS_702.png,/hdd1/hieulc/datacrack/images/test/S2DS_702.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_702.png,test,S
S2DS_703.png,/hdd1/hieulc/datacrack/images/test/S2DS_703.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_703.png,test,S
S2DS_704.png,/hdd1/hieulc/datacrack/images/test/S2DS_704.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_704.png,test,S
S2DS_705.png,/hdd1/hieulc/datacrack/images/test/S2DS_705.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_705.png,test,S
S2DS_706.png,/hdd1/hieulc/datacrack/images/test/S2DS_706.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_706.png,test,S
S2DS_707.png,/hdd1/hieulc/datacrack/images/test/S2DS_707.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_707.png,test,S
S2DS_708.png,/hdd1/hieulc/datacrack/images/test/S2DS_708.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_708.png,test,S
S2DS_709.png,/hdd1/hieulc/datacrack/images/test/S2DS_709.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_709.png,test,S
S2DS_712.png,/hdd1/hieulc/datacrack/images/test/S2DS_712.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_712.png,test,S
S2DS_713.png,/hdd1/hieulc/datacrack/images/test/S2DS_713.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_713.png,test,S
S2DS_714.png,/hdd1/hieulc/datacrack/images/test/S2DS_714.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_714.png,test,S
S2DS_715.png,/hdd1/hieulc/datacrack/images/test/S2DS_715.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_715.png,test,S
S2DS_716.png,/hdd1/hieulc/datacrack/images/test/S2DS_716.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_716.png,test,S
S2DS_717.png,/hdd1/hieulc/datacrack/images/test/S2DS_717.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_717.png,test,S
S2DS_718.png,/hdd1/hieulc/datacrack/images/test/S2DS_718.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_718.png,test,S
S2DS_719.png,/hdd1/hieulc/datacrack/images/test/S2DS_719.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_719.png,test,S
S2DS_721.png,/hdd1/hieulc/datacrack/images/test/S2DS_721.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_721.png,test,S
S2DS_723.png,/hdd1/hieulc/datacrack/images/test/S2DS_723.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_723.png,test,S
S2DS_725.png,/hdd1/hieulc/datacrack/images/test/S2DS_725.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_725.png,test,S
S2DS_727.png,/hdd1/hieulc/datacrack/images/test/S2DS_727.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_727.png,test,S
S2DS_728.png,/hdd1/hieulc/datacrack/images/test/S2DS_728.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_728.png,test,S
S2DS_729.png,/hdd1/hieulc/datacrack/images/test/S2DS_729.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_729.png,test,S
S2DS_730.png,/hdd1/hieulc/datacrack/images/test/S2DS_730.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_730.png,test,S
S2DS_731.png,/hdd1/hieulc/datacrack/images/test/S2DS_731.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_731.png,test,S
S2DS_732.png,/hdd1/hieulc/datacrack/images/test/S2DS_732.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_732.png,test,S
S2DS_733.png,/hdd1/hieulc/datacrack/images/test/S2DS_733.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_733.png,test,S
S2DS_734.png,/hdd1/hieulc/datacrack/images/test/S2DS_734.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_734.png,test,S
S2DS_735.png,/hdd1/hieulc/datacrack/images/test/S2DS_735.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_735.png,test,S
S2DS_736.png,/hdd1/hieulc/datacrack/images/test/S2DS_736.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_736.png,test,S
S2DS_737.png,/hdd1/hieulc/datacrack/images/test/S2DS_737.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_737.png,test,S
S2DS_738.png,/hdd1/hieulc/datacrack/images/test/S2DS_738.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_738.png,test,S
S2DS_739.png,/hdd1/hieulc/datacrack/images/test/S2DS_739.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_739.png,test,S
S2DS_741.png,/hdd1/hieulc/datacrack/images/test/S2DS_741.png,/hdd1/hieulc/datacrack/annotations/test/S2DS_741.png,test,S
